job_name,result,pp_loc,opsem_loc,bmc_circuit_size,bmc_dag_size,opsem.isderef.not.solve,opsem.isderef.solve,pp.isderef.not.solve,pp.isderef.solve,opsem_crab_time,opsem_crab_solve_time,pp_crab_solve_time,pp_crab_time,bmc_time,bmc_solve_time,cda_time,gssa_time,opsem_assert_time,opsem_simp_time,seahorn_total_time
byte_buf_advance,TRUE,2311,1569,471,1805,n/a,103,n/a,n/a,0.06,0.03,n/a,n/a,0.13,0.03,n/a,n/a,0.01,0.01,0.15
byte_buf_append,TRUE,1764,1178,292,1110,2,62,n/a,n/a,0.03,0.02,n/a,n/a,0.09,0.03,n/a,n/a,0.01,0.01,0.12
byte_buf_append_dynamic,TRUE,2373,1423,382,1474,6,85,n/a,n/a,0.05,0.03,n/a,n/a,0.15,0.05,n/a,n/a,0.01,0.01,0.18
byte_buf_append_with_lookup,TRUE,1881,1610,551,2129,10,119,n/a,n/a,0.08,0.05,n/a,n/a,0.26,0.09,n/a,n/a,0.01,0.02,0.30
byte_buf_cat,TRUE,4241,2810,1124,4210,6,257,n/a,n/a,0.22,0.14,n/a,n/a,0.53,0.11,n/a,n/a,0.01,0.02,0.59
byte_buf_clean_up,TRUE,922,700,106,409,n/a,21,n/a,n/a,0.01,0.01,n/a,n/a,0.04,0.01,n/a,n/a,0.01,0.01,0.05
byte_buf_clean_up_secure,TRUE,991,750,123,472,n/a,25,n/a,n/a,0.01,0.01,n/a,n/a,0.04,0.01,n/a,n/a,0.01,0.01,0.05
byte_buf_eq,TRUE,2547,2224,852,3568,n/a,166,n/a,n/a,0.14,0.06,n/a,n/a,1.25,1.01,n/a,n/a,0.01,0.02,1.29
byte_buf_eq_c_str,TRUE,1990,819,112,622,n/a,15,n/a,n/a,0.01,0.01,n/a,n/a,0.04,0.01,n/a,n/a,n/a,0.01,0.05
byte_buf_eq_c_str_ignore_case,TRUE,1900,819,112,622,n/a,15,n/a,n/a,0.01,0.01,n/a,n/a,0.04,0.01,n/a,n/a,n/a,0.01,0.06
byte_buf_eq_ignore_case,TRUE,2320,1938,679,4344,n/a,142,n/a,n/a,0.27,0.10,n/a,n/a,1.58,1.10,n/a,n/a,0.01,0.05,1.62
byte_buf_from_array,TRUE,928,696,90,349,n/a,18,n/a,n/a,0.01,0.01,n/a,n/a,0.03,0.01,n/a,n/a,0.01,0.01,0.04
byte_buf_from_c_str,TRUE,1851,1627,340,1569,n/a,52,n/a,n/a,0.02,0.01,n/a,n/a,0.53,0.49,n/a,n/a,0.01,0.01,0.55
byte_buf_from_empty_array,TRUE,925,696,90,349,n/a,18,n/a,n/a,0.01,0.01,n/a,n/a,0.03,0.01,n/a,n/a,0.01,0.01,0.05
byte_buf_init,TRUE,1129,821,126,483,n/a,28,n/a,n/a,0.01,0.01,n/a,n/a,0.05,0.02,n/a,n/a,0.01,0.01,0.07
byte_buf_init_copy,TRUE,2213,1567,453,2094,n/a,100,n/a,n/a,0.05,0.04,n/a,n/a,0.53,0.40,n/a,n/a,0.01,0.03,0.56
byte_buf_init_copy_from_cursor,TRUE,1755,1162,234,911,2,54,n/a,n/a,0.03,0.02,n/a,n/a,0.12,0.05,n/a,n/a,0.01,0.03,0.13
byte_buf_reserve,TRUE,1549,1008,204,764,n/a,43,n/a,n/a,0.02,0.01,n/a,n/a,0.08,0.02,n/a,n/a,0.01,0.03,0.09
byte_buf_reserve_relative,TRUE,2090,1319,365,1378,n/a,75,n/a,n/a,0.03,0.02,n/a,n/a,0.09,0.03,n/a,n/a,0.01,0.01,0.12
byte_buf_reset,TRUE,1070,869,116,469,n/a,20,n/a,n/a,0.01,0.01,n/a,n/a,0.07,0.04,n/a,n/a,0.01,0.01,0.09
byte_buf_secure_zero,TRUE,1211,947,182,704,n/a,37,n/a,n/a,0.01,0.01,n/a,n/a,0.06,0.03,n/a,n/a,0.01,0.01,0.07
byte_buf_write,TRUE,1722,1284,325,1270,2,67,n/a,n/a,0.03,0.02,n/a,n/a,0.18,0.10,n/a,n/a,0.01,0.02,0.21
byte_buf_write_be16,TRUE,1626,1193,304,1173,n/a,69,n/a,n/a,0.03,0.02,n/a,n/a,0.08,0.03,n/a,n/a,0.01,0.01,0.10
byte_buf_write_be32,TRUE,1626,1211,304,1173,n/a,69,n/a,n/a,0.04,0.02,n/a,n/a,0.10,0.02,n/a,n/a,0.01,0.01,0.11
byte_buf_write_be64,TRUE,1623,1201,304,1171,n/a,69,n/a,n/a,0.04,0.02,n/a,n/a,0.11,0.03,n/a,n/a,0.01,0.01,0.12
byte_buf_write_from_whole_buffer,TRUE,2485,1719,568,2152,2,125,n/a,n/a,0.08,0.04,n/a,n/a,0.32,0.15,n/a,n/a,0.01,0.03,0.35
byte_buf_write_from_whole_cursor,TRUE,2311,1590,456,1750,2,104,n/a,n/a,0.07,0.07,n/a,n/a,0.50,0.27,n/a,n/a,0.01,0.05,0.54
